,cord,feature_type,BOROUGH,FEATURE_ID,SVDATE,SIG_HEAD,SIG_SEPARA,SIG_EARLY,SIG_TWOSTG,SIG_GATE,PHOTO1_URL,PHOTO2_URL,cord_X,cord_Y
402,"[-0.1669274743, 51.4376775757]",Point,Wandsworth,RWG116444,2017-08-08,1,1,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG116444_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG116444_2.jpg,-0.1669274743, 51.4376775757
403,"[-0.0279943459, 51.5828168647]",Point,Waltham Forest,RWG144185,2017-09-22,1,0,1,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG144185_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG144185_2.jpg,-0.0279943459, 51.5828168647
404,"[-0.0075954994, 51.5777451993]",Point,Waltham Forest,RWG144195,2017-10-03,1,1,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG144195_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG144195_2.jpg,-0.0075954994, 51.5777451993
405,"[-0.0280559522, 51.5829802249]",Point,Waltham Forest,RWG144187,2017-09-22,1,0,1,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG144187_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG144187_2.jpg,-0.0280559522, 51.5829802249
406,"[-0.0104905308, 51.5571861276]",Point,Waltham Forest,RWG144183,2017-09-16,1,1,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG144183_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG144183_2.jpg,-0.0104905308, 51.5571861276
407,"[-0.0102311548, 51.557030767]",Point,Waltham Forest,RWG144186,2017-09-22,1,1,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG144186_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG144186_2.jpg,-0.0102311548, 51.557030767
408,"[-0.0337643388, 51.5816464479]",Point,Waltham Forest,RWG144194,2017-09-25,1,1,1,0,1,https://cycleassetimages.data.tfl.gov.uk/RWG144194_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG144194_2.jpg,-0.0337643388, 51.5816464479
409,"[-0.0351586737, 51.5825254858]",Point,Waltham Forest,RWG144193,2017-09-25,1,1,1,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG144193_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG144193_2.jpg,-0.0351586737, 51.5825254858
410,"[-0.2097618328, 51.422834984]",Point,Merton,RWG131790,2017-10-02,1,1,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG131790_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG131790_2.jpg,-0.2097618328, 51.422834984
411,"[-0.0107215123, 51.5570435125]",Point,Waltham Forest,RWG144188,2017-09-23,1,1,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG144188_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG144188_2.jpg,-0.0107215123, 51.5570435125
412,"[-0.0349485909, 51.5825945375]",Point,Waltham Forest,RWG144192,2017-09-25,1,1,1,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG144192_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG144192_2.jpg,-0.0349485909, 51.5825945375
413,"[-0.0141326678, 51.5571023367]",Point,Waltham Forest,RWG144189,2017-09-23,1,1,1,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG144189_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG144189_2.jpg,-0.0141326678, 51.5571023367
414,"[-0.0146270071, 51.5568428305]",Point,Waltham Forest,RWG144190,2017-09-23,1,1,1,0,1,https://cycleassetimages.data.tfl.gov.uk/RWG144190_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG144190_2.jpg,-0.0146270071, 51.5568428305
415,"[-0.3045201966, 51.4073120339]",Point,Kingston upon Thames,RWG131814,2017-11-27,1,0,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG131814_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG131814_2.jpg,-0.3045201966, 51.4073120339
416,"[-0.1095123919, 51.6158245745]",Point,Enfield,RWG276193,2018-03-09,1,0,1,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG276193_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG276193_2.jpg,-0.1095123919, 51.6158245745
417,"[-0.1092182299, 51.6175668785]",Point,Enfield,RWG276194,2018-03-09,1,1,0,0,1,https://cycleassetimages.data.tfl.gov.uk/RWG276194_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG276194_2.jpg,-0.1092182299, 51.6175668785
418,"[-0.1166826481, 51.6123778453]",Point,Enfield,RWG144184,2017-09-18,1,0,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG144184_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG144184_2.jpg,-0.1166826481, 51.6123778453
419,"[-0.0973950536, 51.6296915565]",Point,Enfield,RWG144191,2017-09-24,1,1,1,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG144191_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG144191_2.jpg,-0.0973950536, 51.6296915565
420,"[-0.1078646873, 51.6184436892]",Point,Enfield,RWG276192,2018-03-09,1,0,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG276192_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG276192_2.jpg,-0.1078646873, 51.6184436892
421,"[-0.3004296673, 51.40790826]",Point,Kingston upon Thames,RWG131798,2017-10-09,1,0,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG131798_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG131798_2.jpg,-0.3004296673, 51.40790826
422,"[-0.3005235789, 51.4079504961]",Point,Kingston upon Thames,RWG131797,2017-10-09,1,0,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG131797_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG131797_2.jpg,-0.3005235789, 51.4079504961
423,"[-0.3045051944, 51.4072255593]",Point,Kingston upon Thames,RWG131813,2017-11-27,1,0,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG131813_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG131813_2.jpg,-0.3045051944, 51.4072255593
424,"[0.0918461347, 51.5628195075]",Point,Redbridge,RWG166032,2017-11-02,1,0,0,0,1,https://cycleassetimages.data.tfl.gov.uk/RWG166032_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG166032_2.jpg,0.0918461347, 51.5628195075
425,"[0.1078933722, 51.3822627875]",Point,Bromley,RWG277209,2018-03-09,1,1,0,1,0,https://cycleassetimages.data.tfl.gov.uk/RWG277209_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG277209_2.jpg,0.1078933722, 51.3822627875
426,"[7.50166e-05, 51.4450570548]",Point,Lewisham,RWG193194,2017-11-13,1,1,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG193194_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG193194_2.jpg,7.50166e-05, 51.4450570548
427,"[-0.1025270799, 51.3777756885]",Point,Croydon,RWG292572,2018-05-15,1,1,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG292572_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG292572_2.jpg,-0.1025270799, 51.3777756885
428,"[-0.1027226258, 51.3779238718]",Point,Croydon,RWG292573,2018-05-15,1,1,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG292573_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG292573_2.jpg,-0.1027226258, 51.3779238718
429,"[0.1080143692, 51.3823125328]",Point,Bromley,RWG277208,2018-03-09,1,1,0,1,0,https://cycleassetimages.data.tfl.gov.uk/RWG277208_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG277208_2.jpg,0.1080143692, 51.3823125328
430,"[-0.1655196581, 51.4059044774]",Point,Merton,RWG214959,2018-02-05,1,1,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG214959_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG214959_2.jpg,-0.1655196581, 51.4059044774
431,"[-0.3466347555, 51.5693641586]",Point,Harrow,RWG268954,2018-01-30,1,1,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG268954_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG268954_2.jpg,-0.3466347555, 51.5693641586
432,"[-0.3465950457, 51.5694279307]",Point,Harrow,RWG268953,2018-01-30,1,1,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG268953_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG268953_2.jpg,-0.3465950457, 51.5694279307
433,"[-0.2616952482, 51.5830289692]",Point,Brent,RWG268955,2018-02-05,1,1,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG268955_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG268955_2.jpg,-0.2616952482, 51.5830289692
434,"[-0.3189328256, 51.6011564519]",Point,Harrow,RWG268950,2018-01-18,1,0,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG268950_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG268950_2.jpg,-0.3189328256, 51.6011564519
435,"[-0.3188435339, 51.6010951425]",Point,Harrow,RWG268952,2018-01-18,1,0,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG268952_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG268952_2.jpg,-0.3188435339, 51.6010951425
436,"[-0.318843719, 51.6010954482]",Point,Harrow,RWG268951,2018-01-18,1,0,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG268951_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG268951_2.jpg,-0.318843719, 51.6010954482
437,"[-0.3189321552, 51.6011579099]",Point,Harrow,RWG268949,2018-01-18,1,0,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG268949_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG268949_2.jpg,-0.3189321552, 51.6011579099
438,"[-0.3826359301, 51.5009817903]",Point,Ealing,RWG242126,2018-01-18,1,0,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG242126_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG242126_2.jpg,-0.3826359301, 51.5009817903
439,"[-0.4174441081, 51.5073827298]",Point,Hillingdon,RWG242123,2018-01-13,1,0,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG242123_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG242123_2.jpg,-0.4174441081, 51.5073827298
440,"[-0.4148782782, 51.5098380336]",Point,Hillingdon,RWG242124,2018-01-13,1,0,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG242124_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG242124_2.jpg,-0.4148782782, 51.5098380336
441,"[-0.41472058, 51.5098018696]",Point,Hillingdon,RWG242125,2018-01-13,1,0,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG242125_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG242125_2.jpg,-0.41472058, 51.5098018696
442,"[-0.4175720105, 51.5074598454]",Point,Hillingdon,RWG242122,2018-01-13,1,0,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG242122_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG242122_2.jpg,-0.4175720105, 51.5074598454
