,cord,feature_type,BOROUGH,FEATURE_ID,SVDATE,SIG_HEAD,SIG_SEPARA,SIG_EARLY,SIG_TWOSTG,SIG_GATE,PHOTO1_URL,PHOTO2_URL,cord_X,cord_Y
200,"[-0.1416369604, 51.5140197872]",Point,Westminster,RWG108669,2017-06-29,1,1,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG108669_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG108669_2.jpg,-0.1416369604, 51.5140197872
201,"[-0.1262355983, 51.501144366]",Point,Westminster,RWG064222,2017-06-30,1,1,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG064222_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG064222_2.jpg,-0.1262355983, 51.501144366
202,"[-0.140622202, 51.5002572601]",Point,Westminster,RWG152599,2017-12-19,1,1,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG152599_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG152599_2.jpg,-0.140622202, 51.5002572601
203,"[-0.1394858853, 51.5004397388]",Point,Westminster,RWG152600,2017-12-19,1,1,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG152600_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG152600_2.jpg,-0.1394858853, 51.5004397388
204,"[-0.1195607026, 51.5090579169]",Point,Westminster,RWG064282,2017-07-04,1,1,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG064282_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG064282_2.jpg,-0.1195607026, 51.5090579169
205,"[-0.1189017755, 51.5094012575]",Point,Westminster,RWG064284,2017-07-04,1,1,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG064284_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG064284_2.jpg,-0.1189017755, 51.5094012575
206,"[-0.1489465554, 51.502496212]",Point,Westminster,RWG064183,2017-06-27,1,0,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG064183_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG064183_2.jpg,-0.1489465554, 51.502496212
207,"[-0.1491966086, 51.5023997356]",Point,Westminster,RWG064185,2017-06-27,1,0,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG064185_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG064185_2.jpg,-0.1491966086, 51.5023997356
208,"[-0.122245682, 51.5064324476]",Point,Westminster,RWG064278,2017-07-04,1,1,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG064278_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG064278_2.jpg,-0.122245682, 51.5064324476
209,"[-0.1235956873, 51.5008329304]",Point,Westminster,RWG064231,2017-06-30,1,1,1,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG064231_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG064231_2.jpg,-0.1235956873, 51.5008329304
210,"[-0.1238589154, 51.5008484291]",Point,Westminster,RWG064339,2017-09-06,1,1,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG064339_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG064339_2.jpg,-0.1238589154, 51.5008484291
211,"[-0.1278309366, 51.5002045314]",Point,Westminster,RWG064341,2017-09-07,1,1,0,0,1,https://cycleassetimages.data.tfl.gov.uk/RWG064341_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG064341_2.jpg,-0.1278309366, 51.5002045314
212,"[-0.1154722536, 51.5104780733]",Point,Westminster,RWG064331,2017-09-06,1,1,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG064331_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG064331_2.jpg,-0.1154722536, 51.5104780733
213,"[-0.1943488691, 51.4895645979]",Point,Kensington & Chelsea,RWG089060,2017-10-09,1,0,1,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG089060_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG089060_2.jpg,-0.1943488691, 51.4895645979
214,"[-0.1912438115, 51.4908007349]",Point,Kensington & Chelsea,RWG044097,2017-07-10,1,1,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG044097_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG044097_2.jpg,-0.1912438115, 51.4908007349
215,"[-0.1942560293, 51.4895502344]",Point,Kensington & Chelsea,RWG089058,2017-10-09,1,0,1,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG089058_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG089058_2.jpg,-0.1942560293, 51.4895502344
216,"[-0.1945022778, 51.4894767617]",Point,Kensington & Chelsea,RWG089059,2017-10-09,1,0,1,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG089059_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG089059_2.jpg,-0.1945022778, 51.4894767617
217,"[-0.1912757821, 51.4908002261]",Point,Kensington & Chelsea,RWG999862,2018-02-19,1,1,0,0,0,https://cycleassetimages.data.tfl.gov.uk/no_asset_photo.png,https://cycleassetimages.data.tfl.gov.uk/no_asset_photo.png,-0.1912757821, 51.4908002261
218,"[-0.0773882598, 51.5245848261]",Point,Hackney,RWG070863,2017-10-08,1,0,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG070863_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG070863_2.jpg,-0.0773882598, 51.5245848261
219,"[-0.0768322282, 51.5344883841]",Point,Hackney,RWG070833,2017-09-04,1,0,1,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG070833_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG070833_2.jpg,-0.0768322282, 51.5344883841
220,"[-0.0771700025, 51.5246398521]",Point,Hackney,RWG999825,2018-02-16,1,1,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG999825_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG999825_2.jpg,-0.0771700025, 51.5246398521
221,"[-0.0216117728, 51.527655454]",Point,Tower Hamlets,RWG070800,2017-07-04,1,0,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG070800_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG070800_2.jpg,-0.0216117728, 51.527655454
222,"[-0.0500056894, 51.5209347448]",Point,Tower Hamlets,RWG070807,2017-07-07,1,0,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG070807_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG070807_2.jpg,-0.0500056894, 51.5209347448
223,"[-0.0219549163, 51.5278561122]",Point,Tower Hamlets,RWG070815,2017-07-10,1,0,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG070815_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG070815_2.jpg,-0.0219549163, 51.5278561122
224,"[-0.0841930029, 51.5264071138]",Point,Hackney,RWG070784,2017-07-02,1,1,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG070784_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG070784_2.jpg,-0.0841930029, 51.5264071138
225,"[-0.0838455056, 51.5263700313]",Point,Hackney,RWG070785,2017-02-06,1,0,0,1,0,https://cycleassetimages.data.tfl.gov.uk/RWG070785_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG070785_2.jpg,-0.0838455056, 51.5263700313
226,"[-0.0345232961, 51.5249807001]",Point,Tower Hamlets,RWG070834,2017-09-06,1,1,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG070834_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG070834_2.jpg,-0.0345232961, 51.5249807001
227,"[-0.0190106663, 51.5281444487]",Point,Tower Hamlets,RWG070830,2017-07-27,1,0,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG070830_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG070830_2.jpg,-0.0190106663, 51.5281444487
228,"[-0.0464579211, 51.5218846946]",Point,Tower Hamlets,RWG070838,2017-06-08,1,0,1,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG070838_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG070838_2.jpg,-0.0464579211, 51.5218846946
229,"[-0.0399662875, 51.5230635916]",Point,Tower Hamlets,RWG070816,2017-07-10,1,1,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG070816_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG070816_2.jpg,-0.0399662875, 51.5230635916
230,"[-0.0397098229, 51.5231527887]",Point,Tower Hamlets,RWG070849,2017-09-07,1,1,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG070849_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG070849_2.jpg,-0.0397098229, 51.5231527887
231,"[-0.0629602252, 51.5185511717]",Point,Tower Hamlets,RWG152958,2018-01-05,1,0,0,1,0,https://cycleassetimages.data.tfl.gov.uk/RWG152958_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG152958_2.jpg,-0.0629602252, 51.5185511717
232,"[-0.0628117521, 51.5350540048]",Point,Hackney,RWG070842,2017-09-06,1,1,1,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG070842_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG070842_2.jpg,-0.0628117521, 51.5350540048
233,"[-0.0629534094, 51.5348623162]",Point,Hackney,RWG070843,2017-09-06,1,1,1,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG070843_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG070843_2.jpg,-0.0629534094, 51.5348623162
234,"[-0.0631183801, 51.5350381307]",Point,Hackney,RWG070841,2017-09-06,1,1,1,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG070841_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG070841_2.jpg,-0.0631183801, 51.5350381307
235,"[-0.0832804709, 51.5260551425]",Point,Hackney,RWG070850,2017-09-09,1,0,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG070850_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG070850_2.jpg,-0.0832804709, 51.5260551425
236,"[-0.0631582959, 51.5348947217]",Point,Hackney,RWG070840,2017-09-06,1,1,1,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG070840_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG070840_2.jpg,-0.0631582959, 51.5348947217
237,"[-0.0840744826, 51.5264640563]",Point,Hackney,RWG070844,2017-09-07,1,1,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG070844_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG070844_2.jpg,-0.0840744826, 51.5264640563
238,"[-0.0837076898, 51.5264216562]",Point,Hackney,RWG070846,2017-09-07,1,0,1,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG070846_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG070846_2.jpg,-0.0837076898, 51.5264216562
239,"[-0.0455593536, 51.5220586725]",Point,Tower Hamlets,RWG108772,2017-07-12,1,0,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG108772_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG108772_2.jpg,-0.0455593536, 51.5220586725
240,"[-0.046219537, 51.5217789475]",Point,Tower Hamlets,RWG070822,2017-07-12,1,0,1,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG070822_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG070822_2.jpg,-0.046219537, 51.5217789475
241,"[-0.0495377614, 51.5211060044]",Point,Tower Hamlets,RWG070825,2017-07-12,1,0,1,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG070825_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG070825_2.jpg,-0.0495377614, 51.5211060044
242,"[-0.0193620134, 51.5281358673]",Point,Tower Hamlets,RWG070829,2017-07-27,1,0,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG070829_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG070829_2.jpg,-0.0193620134, 51.5281358673
243,"[-0.0345552777, 51.5252712146]",Point,Tower Hamlets,RWG070836,2017-09-06,1,1,1,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG070836_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG070836_2.jpg,-0.0345552777, 51.5252712146
244,"[-0.0720917204, 51.5152522473]",Point,Tower Hamlets,RWG152909,2018-01-03,1,0,0,1,0,https://cycleassetimages.data.tfl.gov.uk/RWG152909_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG152909_2.jpg,-0.0720917204, 51.5152522473
245,"[-0.0345396648, 51.5249767395]",Point,Tower Hamlets,RWG070837,2017-09-06,1,1,1,1,0,https://cycleassetimages.data.tfl.gov.uk/RWG070837_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG070837_2.jpg,-0.0345396648, 51.5249767395
246,"[-0.0348776915, 51.5248271443]",Point,Tower Hamlets,RWG070801,2017-07-05,1,0,1,1,0,https://cycleassetimages.data.tfl.gov.uk/RWG070801_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG070801_2.jpg,-0.0348776915, 51.5248271443
247,"[-0.0350772564, 51.5250501672]",Point,Tower Hamlets,RWG070803,2017-07-05,1,1,0,1,0,https://cycleassetimages.data.tfl.gov.uk/RWG070803_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG070803_2.jpg,-0.0350772564, 51.5250501672
248,"[-0.0706928866, 51.5157583726]",Point,Tower Hamlets,RWG070827,2017-07-15,1,0,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG070827_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG070827_2.jpg,-0.0706928866, 51.5157583726
249,"[-0.0706856936, 51.5157209219]",Point,Tower Hamlets,RWG152910,2018-01-04,1,1,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG152910_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG152910_2.jpg,-0.0706856936, 51.5157209219
250,"[-0.0137938871, 51.5294400106]",Point,Tower Hamlets,RWG152957,2018-01-05,0,0,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG152957_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG152957_2.jpg,-0.0137938871, 51.5294400106
251,"[-0.0626653288, 51.518487623]",Point,Tower Hamlets,RWG152959,2018-01-05,1,0,1,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG152959_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG152959_2.jpg,-0.0626653288, 51.518487623
252,"[-0.0627972033, 51.5186505893]",Point,Tower Hamlets,RWG152960,2018-01-05,1,0,1,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG152960_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG152960_2.jpg,-0.0627972033, 51.5186505893
253,"[-0.0347713371, 51.5248776569]",Point,Tower Hamlets,RWG070835,2017-09-06,1,0,0,1,0,https://cycleassetimages.data.tfl.gov.uk/RWG070835_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG070835_2.jpg,-0.0347713371, 51.5248776569
254,"[-0.034870184, 51.5251633223]",Point,Tower Hamlets,RWG070804,2017-07-05,1,1,0,1,0,https://cycleassetimages.data.tfl.gov.uk/RWG070804_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG070804_2.jpg,-0.034870184, 51.5251633223
255,"[-0.0562794662, 51.5200319619]",Point,Tower Hamlets,RWG070819,2017-07-11,1,1,1,0,1,https://cycleassetimages.data.tfl.gov.uk/RWG070819_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG070819_2.jpg,-0.0562794662, 51.5200319619
256,"[-0.0720401334, 51.5153775166]",Point,Tower Hamlets,RWG070820,2017-07-11,1,0,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG070820_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG070820_2.jpg,-0.0720401334, 51.5153775166
257,"[-0.0453782964, 51.5219409966]",Point,Tower Hamlets,RWG070821,2017-07-12,1,0,1,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG070821_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG070821_2.jpg,-0.0453782964, 51.5219409966
258,"[-0.0630572642, 51.5185173856]",Point,Tower Hamlets,RWG070826,2017-07-12,1,0,0,1,0,https://cycleassetimages.data.tfl.gov.uk/RWG070826_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG070826_2.jpg,-0.0630572642, 51.5185173856
259,"[-0.0567354355, 51.5198811761]",Point,Tower Hamlets,RWG070817,2017-07-11,1,0,1,1,0,https://cycleassetimages.data.tfl.gov.uk/RWG070817_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG070817_2.jpg,-0.0567354355, 51.5198811761
260,"[-0.0567354052, 51.5198812107]",Point,Tower Hamlets,RWG070818,2017-07-11,1,0,1,1,0,https://cycleassetimages.data.tfl.gov.uk/RWG070818_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG070818_2.jpg,-0.0567354052, 51.5198812107
261,"[-0.0698841167, 51.5160640225]",Point,Tower Hamlets,RWG070828,2017-07-15,0,0,1,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG070828_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG070828_2.jpg,-0.0698841167, 51.5160640225
262,"[-0.0144128768, 51.5293977159]",Point,Tower Hamlets,RWG070831,2017-07-27,1,0,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG070831_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG070831_2.jpg,-0.0144128768, 51.5293977159
263,"[-0.0503062286, 51.5210798341]",Point,Tower Hamlets,RWG070806,2017-07-07,1,0,1,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG070806_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG070806_2.jpg,-0.0503062286, 51.5210798341
264,"[-0.0214450714, 51.5277970194]",Point,Tower Hamlets,RWG070832,2017-07-27,1,0,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG070832_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG070832_2.jpg,-0.0214450714, 51.5277970194
265,"[-0.1462986028, 51.4970656343]",Point,Westminster,RWG054871,2017-07-19,1,1,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG054871_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG054871_2.jpg,-0.1462986028, 51.4970656343
266,"[-0.1584817085, 51.5023293757]",Point,Westminster,RWG054830,2017-07-17,1,1,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG054830_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG054830_2.jpg,-0.1584817085, 51.5023293757
267,"[-0.1501369452, 51.4907728352]",Point,Westminster,RWG054881,2017-07-20,1,1,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG054881_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG054881_2.jpg,-0.1501369452, 51.4907728352
268,"[-0.1500805463, 51.490783896]",Point,Westminster,RWG054882,2017-07-20,1,1,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG054882_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG054882_2.jpg,-0.1500805463, 51.490783896
269,"[-0.1500823221, 51.4907559684]",Point,Westminster,RWG054883,2017-07-20,1,1,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG054883_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG054883_2.jpg,-0.1500823221, 51.4907559684
270,"[-0.1584502907, 51.502778224]",Point,Westminster,RWG054876,2017-07-19,1,0,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG054876_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG054876_2.jpg,-0.1584502907, 51.502778224
271,"[-0.1628721204, 51.5025220217]",Point,Westminster,RWG054880,2017-07-19,1,0,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG054880_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG054880_2.jpg,-0.1628721204, 51.5025220217
272,"[-0.1306784808, 51.4892928853]",Point,Westminster,RWG054899,2017-09-18,1,1,0,0,1,https://cycleassetimages.data.tfl.gov.uk/RWG054899_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG054899_2.jpg,-0.1306784808, 51.4892928853
273,"[-0.1308454275, 51.4894173253]",Point,Westminster,RWG054900,2017-09-18,1,1,0,0,1,https://cycleassetimages.data.tfl.gov.uk/RWG054900_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG054900_2.jpg,-0.1308454275, 51.4894173253
274,"[-0.1315679934, 51.489411604]",Point,Westminster,RWG054892,2017-07-21,1,0,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG054892_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG054892_2.jpg,-0.1315679934, 51.489411604
275,"[-0.1584502878, 51.5027782267]",Point,Westminster,RWG054877,2017-07-19,1,0,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG054877_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG054877_2.jpg,-0.1584502878, 51.5027782267
276,"[-0.1489586182, 51.4776605251]",Point,Wandsworth,RWG054838,2017-07-18,1,1,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG054838_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG054838_2.jpg,-0.1489586182, 51.4776605251
277,"[-0.1483590025, 51.4775416159]",Point,Wandsworth,RWG054861,2017-07-19,1,1,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG054861_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG054861_2.jpg,-0.1483590025, 51.4775416159
278,"[-0.148351231, 51.4775940544]",Point,Wandsworth,RWG054862,2017-07-19,1,1,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG054862_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG054862_2.jpg,-0.148351231, 51.4775940544
279,"[-0.1479265465, 51.4779649971]",Point,Wandsworth,RWG054863,2017-07-19,1,1,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG054863_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG054863_2.jpg,-0.1479265465, 51.4779649971
280,"[-0.1480203733, 51.4779360226]",Point,Wandsworth,RWG054864,2017-07-19,1,1,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG054864_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG054864_2.jpg,-0.1480203733, 51.4779360226
281,"[-0.1585504766, 51.5028326219]",Point,Westminster,RWG054878,2017-07-19,1,0,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG054878_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG054878_2.jpg,-0.1585504766, 51.5028326219
282,"[-0.1627645252, 51.5024852118]",Point,Westminster,RWG054879,2017-07-19,1,0,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG054879_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG054879_2.jpg,-0.1627645252, 51.5024852118
283,"[-0.1177005691, 51.5008493952]",Point,Lambeth,RWG153648,2018-01-09,1,0,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG153648_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG153648_2.jpg,-0.1177005691, 51.5008493952
284,"[-0.1665544918, 51.5124826164]",Point,Westminster,RWG054802,2017-06-19,1,1,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG054802_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG054802_2.jpg,-0.1665544918, 51.5124826164
285,"[-0.1108968966, 51.4815440258]",Point,Lambeth,RWG054904,2017-09-19,1,0,1,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG054904_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG054904_2.jpg,-0.1108968966, 51.4815440258
286,"[-0.1102267675, 51.4844270981]",Point,Lambeth,RWG054905,2017-09-19,1,0,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG054905_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG054905_2.jpg,-0.1102267675, 51.4844270981
287,"[-0.1101831887, 51.4844365846]",Point,Lambeth,RWG054906,2017-09-19,1,0,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG054906_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG054906_2.jpg,-0.1101831887, 51.4844365846
288,"[-0.1232620258, 51.4864088231]",Point,Lambeth,RWG054907,2017-09-19,1,1,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG054907_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG054907_2.jpg,-0.1232620258, 51.4864088231
289,"[-0.1109425442, 51.4812005859]",Point,Lambeth,RWG054908,2017-09-19,1,1,0,0,1,https://cycleassetimages.data.tfl.gov.uk/RWG054908_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG054908_2.jpg,-0.1109425442, 51.4812005859
290,"[-0.1224794488, 51.4725410253]",Point,Lambeth,RWG054896,2017-07-22,1,0,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG054896_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG054896_2.jpg,-0.1224794488, 51.4725410253
291,"[-0.1151184762, 51.4955571117]",Point,Lambeth,RWG054897,2017-07-22,1,1,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG054897_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG054897_2.jpg,-0.1151184762, 51.4955571117
292,"[-0.1150295572, 51.4955747922]",Point,Lambeth,RWG054898,2017-07-22,1,1,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG054898_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG054898_2.jpg,-0.1150295572, 51.4955747922
293,"[-0.1161015411, 51.5008191714]",Point,Lambeth,RWG054832,2017-07-18,1,1,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG054832_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG054832_2.jpg,-0.1161015411, 51.5008191714
294,"[-0.1224924517, 51.4725396166]",Point,Lambeth,RWG054895,2017-07-22,1,0,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG054895_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG054895_2.jpg,-0.1224924517, 51.4725396166
295,"[-0.1296624885, 51.4888716347]",Point,Westminster,RWG054901,2017-09-18,1,0,1,0,1,https://cycleassetimages.data.tfl.gov.uk/RWG054901_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG054901_2.jpg,-0.1296624885, 51.4888716347
296,"[-0.1169789131, 51.4988073173]",Point,Lambeth,RWG153656,2018-01-09,1,0,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG153656_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG153656_2.jpg,-0.1169789131, 51.4988073173
297,"[-0.1158000569, 51.5005797272]",Point,Lambeth,RWG153651,2018-01-09,1,0,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG153651_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG153651_2.jpg,-0.1158000569, 51.5005797272
298,"[-0.1170989279, 51.5017059465]",Point,Lambeth,RWG054834,2017-07-18,1,0,0,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG054834_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG054834_2.jpg,-0.1170989279, 51.5017059465
299,"[-0.1216090336, 51.4859945939]",Point,Lambeth,RWG054860,2017-07-19,1,1,1,0,0,https://cycleassetimages.data.tfl.gov.uk/RWG054860_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG054860_2.jpg,-0.1216090336, 51.4859945939
